iter	Tweedie:variance_power=1.5
232	36.94992102
233	36.94656243
234	36.94414905
235	36.94058958
236	36.93673539
237	36.93338039
238	36.93101761
239	36.92606018
240	36.92235889
241	36.92002869
242	36.91628314
243	36.9140368
244	36.91067397
245	36.9038612
246	36.89868562
247	36.89473842
248	36.89281704
249	36.88934542
250	36.88557383
251	36.88377959
252	36.88151123
253	36.87591881
254	36.87484192
255	36.87382864
256	36.87229339
257	36.86929013
258	36.86654956
259	36.86292864
260	36.86012999
261	36.85446303
262	36.85134435
263	36.84830571
264	36.84408192
265	36.84001973
266	36.83833135
267	36.83741677
268	36.83695158
269	36.83388338
270	36.83111621
271	36.82549667
272	36.8228752
273	36.82054282
274	36.81857048
275	36.81633691
276	36.81135343
277	36.8070503
278	36.80613129
279	36.80583572
280	36.80295865
281	36.7982537
282	36.79330138
283	36.79128565
284	36.78934993
285	36.7857233
286	36.78210763
287	36.78013282
288	36.7767392
289	36.77448989
290	36.77237616
291	36.77007156
292	36.76702127
293	36.76629209
294	36.76592819
295	36.76252806
296	36.76184171
297	36.75871968
298	36.75776792
299	36.75739147
300	36.7560658
301	36.75284637
302	36.74781601
303	36.746466
304	36.74315219
305	36.73970314
306	36.73677549
307	36.73427486
308	36.73189328
309	36.73072985
310	36.72905181
311	36.72666404
312	36.72392519
313	36.72122344
314	36.71899107
315	36.71676573
316	36.71520196
317	36.71340431
318	36.7125705
319	36.71146548
320	36.70864621
321	36.70610369
322	36.70481398
323	36.70185583
324	36.69924477
325	36.69771979
326	36.69688918
327	36.69429369
328	36.69074752
329	36.68598426
330	36.68538875
331	36.68462775
332	36.68330546
333	36.68274257
334	36.68205526
335	36.67893544
336	36.6768452
337	36.67598984
338	36.67247204
339	36.67046216
340	36.66697648
341	36.66647783
342	36.66377978
343	36.66120861
344	36.65981421
345	36.65800976
346	36.65745279
347	36.65376927
348	36.65176249
349	36.64759597
350	36.64538675
351	36.64431302
352	36.64262385
353	36.64134602
354	36.63830641
355	36.63702393
356	36.63484385
357	36.6341505
358	36.63268555
359	36.63023065
360	36.62959158
361	36.62928231
362	36.62818833
363	36.62529089
364	36.62259736
365	36.61916738
366	36.61599816
367	36.61545572
368	36.6145529
369	36.61282804
370	36.60963729
371	36.60904525
372	36.60749549
373	36.60591638
374	36.60430488
375	36.60107963
376	36.6004216
377	36.59980118
378	36.59825943
379	36.59669587
380	36.5946255
381	36.59050903
382	36.58845519
383	36.58543843
384	36.58493346
385	36.582534
386	36.57787321
387	36.57646031
388	36.57548444
389	36.57337235
390	36.57236787
391	36.57141552
392	36.56964175
393	36.56740345
394	36.56523169
395	36.56260408
396	36.56085521
397	36.55833829
398	36.55700097
399	36.55603611
400	36.55327378
401	36.55312787
402	36.5506356
403	36.54831847
404	36.545576
405	36.54430385
406	36.54303223
407	36.54082704
408	36.53828539
409	36.53593877
410	36.53514795
411	36.53432175
412	36.53154963
413	36.52965552
414	36.52762654
415	36.52482667
416	36.52096726
417	36.51908757
418	36.51783785
419	36.51567239
420	36.51253526
421	36.51145504
422	36.50731859
423	36.50487659
424	36.50330702
425	36.49939459
426	36.4985569
427	36.49812214
428	36.49622882
429	36.49409945
430	36.4922075
431	36.4887223
432	36.4883226
433	36.48669946
434	36.48508765
435	36.48267278
436	36.47997981
437	36.47634888
438	36.47295332
439	36.47225827
440	36.47128831
441	36.46758241
442	36.46585294
443	36.46440875
444	36.46277352
445	36.46045593
446	36.45635837
447	36.45383177
448	36.45196106
449	36.44988553
450	36.44966359
451	36.44760491
452	36.44684221
453	36.4441617
454	36.44401566
455	36.44152797
456	36.43906688
457	36.43631801
458	36.43400557
459	36.43243162
460	36.43011168
461	36.42836391
462	36.42694944
463	36.42281975
464	36.41907283
465	36.41760486
466	36.41477838
467	36.41122344
468	36.40817449
469	36.40460056
470	36.40315145
471	36.40161951
472	36.39913987
473	36.3976935
474	36.39597145
475	36.39452214
476	36.39266164
477	36.38926491
478	36.38838886
479	36.38700682
480	36.38489328
481	36.38354572
482	36.38091682
483	36.37972345
484	36.37704708
485	36.37394023
486	36.37029766
487	36.3669388
488	36.36446898
489	36.36308891
490	36.36204459
491	36.36082747
492	36.35866629
493	36.35570257
494	36.35439875
495	36.35115066
496	36.34850598
497	36.34663853
498	36.34332934
499	36.34199332
500	36.34079099
501	36.33848455
502	36.33727723
503	36.33690912
504	36.33514064
505	36.33340485
506	36.33232738
507	36.3321703
508	36.33073573
509	36.32760063
510	36.32621938
511	36.32509961
512	36.32294297
513	36.32013423
514	36.31854931
515	36.31628686
516	36.31511578
517	36.31201155
518	36.30906899
519	36.30628053
520	36.305286
521	36.30307544
522	36.30098899
523	36.29906485
524	36.29787421
525	36.29540093
526	36.29525558
527	36.29257697
528	36.28978907
529	36.28830028
530	36.28565601
531	36.28331772
532	36.28080949
533	36.27991481
534	36.27891547
535	36.27632291
536	36.27359867
537	36.27100962
538	36.26855849
539	36.26725538
540	36.26486043
541	36.26293244
542	36.26251511
543	36.26035344
544	36.2579181
545	36.25558523
546	36.25363916
547	36.25135978
548	36.25041433
549	36.2478109
550	36.24564243
551	36.24309655
552	36.24091753
553	36.23967529
554	36.23901498
555	36.23756073
556	36.23631447
557	36.23522616
558	36.23316455
559	36.23110976
560	36.22897067
561	36.22701426
562	36.22691818
563	36.22576626
564	36.22369192
565	36.2222725
566	36.2200369
567	36.21868101
568	36.21672252
569	36.21448964
570	36.212992
571	36.21095267
572	36.20910295
573	36.20734788
574	36.2059948
575	36.20499257
576	36.20390024
577	36.2021436
578	36.19981155
579	36.19902273
580	36.19842586
581	36.19715263
582	36.19675364
583	36.1947554
584	36.19269203
585	36.19076488
586	36.18909553
587	36.18687855
588	36.18531523
589	36.18451615
590	36.18377544
591	36.18218519
592	36.18007903
593	36.17856481
594	36.17656412
595	36.17516345
596	36.17309242
597	36.17208445
598	36.17196697
599	36.17102481
600	36.16958404
601	36.1682697
602	36.16795399
603	36.16630955
604	36.1654724
605	36.16350741
606	36.16221507
607	36.16098907
608	36.15935602
609	36.15798184
610	36.15674915
611	36.1548405
612	36.15324744
613	36.15164864
614	36.15021148
615	36.14892716
616	36.14713481
617	36.14621183
618	36.14545559
619	36.14474138
620	36.14344919
621	36.1415952
622	36.14005951
623	36.13826991
624	36.13793444
625	36.13670234
626	36.13556789
627	36.13481911
628	36.1330156
629	36.13233363
630	36.13111805
631	36.12935529
632	36.12894753
633	36.12776952
634	36.12747541
635	36.12661734
636	36.12557466
637	36.12407325
638	36.12324538
639	36.1214387
640	36.11995422
641	36.11967495
642	36.11852235
643	36.11786981
644	36.11779112
645	36.11649324
646	36.1149083
647	36.11322029
648	36.11143264
649	36.11112177
650	36.11002455
651	36.10932035
652	36.10904025
653	36.10772837
654	36.1070802
655	36.10468395
656	36.10298693
657	36.10173259
658	36.10023838
659	36.09913075
660	36.09803015
661	36.09735504
662	36.0959154
663	36.09496646
664	36.09470563
665	36.09409215
666	36.09267175
667	36.09240097
668	36.09117329
669	36.09055647
670	36.08945655
671	36.08868625
672	36.08766757
673	36.08690968
674	36.08527993
675	36.08518836
676	36.08428335
677	36.08288787
678	36.08061731
679	36.0799016
680	36.07965764
681	36.0783043
682	36.07726416
683	36.0766279
684	36.07503094
685	36.0736627
686	36.07248489
687	36.07115913
688	36.07048954
689	36.06943849
690	36.06782451
691	36.06645934
692	36.06620592
693	36.06559074
694	36.06465559
695	36.06309252
696	36.06215931
697	36.0618189
698	36.06110312
699	36.06026647
700	36.0591336
701	36.05890714
702	36.05856925
703	36.0584837
704	36.05699691
705	36.05629072
706	36.05602275
707	36.05577789
708	36.05523642
709	36.05435075
710	36.05285487
711	36.05163339
712	36.05005012
713	36.04979673
714	36.04853509
715	36.04774742
716	36.04750991
717	36.0469201
718	36.04592743
719	36.0448223
720	36.04339885
721	36.04256481
722	36.04116563
723	36.04010969
724	36.03954349
725	36.03918956
726	36.03862706
727	36.03759066
728	36.03653318
729	36.035233
730	36.03315252
731	36.03294143
732	36.03071436
733	36.0295265
734	36.02856772
735	36.02761024
736	36.02695315
737	36.02688828
738	36.02540637
739	36.02466809
740	36.02338132
741	36.02214906
742	36.02096979
743	36.02004304
744	36.0194199
745	36.01828825
746	36.01737712
747	36.01638731
748	36.01576343
749	36.01523034
750	36.01501021
751	36.01345824
752	36.01325035
753	36.01271772
754	36.01252185
755	36.01132042
756	36.01102564
757	36.01003772
758	36.00934334
759	36.008818
760	36.00875624
761	36.00770122
762	36.00637324
763	36.00493662
764	36.00407978
765	36.00349393
766	36.00276432
767	36.00132284
768	36.00081277
769	36.00039743
770	35.9991071
771	35.9986085
772	35.99839984
773	35.99755274
774	35.99646422
775	35.9955388
776	35.99546095
777	35.99526502
778	35.99471168
779	35.99465568
780	35.99370116
781	35.99301757
782	35.99221061
783	35.99079366
784	35.99031343
785	35.99004273
786	35.98893048
787	35.98701311
788	35.98624513
789	35.98530937
790	35.98501761
791	35.98461511
792	35.98396306
793	35.98290637
794	35.98165039
795	35.9812603
796	35.98035947
797	35.97952071
798	35.97743082
799	35.97621666
800	35.97575576
801	35.97515728
802	35.97381693
803	35.97324209
804	35.97216343
805	35.9717852
806	35.9715119
807	35.97078801
808	35.96954774
809	35.96892882
810	35.96875967
811	35.96869363
812	35.96730292
813	35.9668078
814	35.96628618
815	35.96544485
816	35.96508386
817	35.96328526
818	35.96258872
819	35.96232631
820	35.96190135
821	35.96155319
822	35.9610962
823	35.96029734
824	35.95973295
825	35.95775452
826	35.95714054
827	35.95669292
828	35.95603694
829	35.95484963
830	35.95437923
831	35.95403471
832	35.95379118
833	35.95246697
834	35.95137418
835	35.95021271
836	35.94931249
837	35.94868714
838	35.94835144
839	35.94736934
840	35.94657146
841	35.94571783
842	35.94444099
843	35.94240637
844	35.94113307
845	35.94081236
846	35.93956207
847	35.93849826
848	35.9376736
849	35.93722342
850	35.93699519
851	35.93586762
852	35.93555523
853	35.93425693
854	35.93305472
855	35.93300196
856	35.93167964
857	35.93108035
858	35.93029497
859	35.9302358
860	35.92933948
861	35.92919247
862	35.92805588
863	35.92766339
864	35.92692672
865	35.92567732
866	35.92494196
867	35.92472593
868	35.92254279
869	35.9220607
870	35.92096376
871	35.91926448
872	35.91869449
873	35.91813135
874	35.91771556
875	35.91731501
876	35.91680284
877	35.91491351
878	35.91462374
879	35.91404995
880	35.91362812
881	35.91256241
882	35.91137687
883	35.91092269
884	35.9103809
885	35.9093296
886	35.90810361
887	35.90624082
888	35.9057251
889	35.90550389
890	35.90474213
891	35.90367626
892	35.90339957
893	35.90318861
894	35.90313588
895	35.90212401
896	35.90096169
897	35.89962909
898	35.89925737
899	35.89748831
900	35.89657656
901	35.89557204
902	35.8950955
903	35.89460757
904	35.89337484
905	35.89299666
906	35.8912183
907	35.89017047
908	35.88808411
909	35.88698469
910	35.88657775
911	35.88637932
912	35.88617811
913	35.88491934
914	35.88418167
915	35.88371824
916	35.88335416
917	35.8822085
918	35.88116969
919	35.88021987
920	35.87900232
921	35.8788453
922	35.87797188
923	35.87752585
924	35.87601582
925	35.87530819
926	35.87455297
927	35.87288224
928	35.87248037
929	35.87221958
930	35.87135907
931	35.8701833
932	35.87013528
933	35.86905612
934	35.86816049
935	35.86721211
936	35.86653904
937	35.86496543
938	35.8645897
939	35.8643344
940	35.86415159
941	35.86318056
942	35.86250093
943	35.86180918
944	35.86129835
945	35.85964211
946	35.85880175
947	35.85836999
948	35.85760504
949	35.85668717
950	35.85663977
951	35.85582726
952	35.85493983
953	35.85406855
954	35.85258468
955	35.85163996
956	35.8509868
957	35.84988003
958	35.84923099
959	35.8487491
960	35.84832334
961	35.84813615
962	35.84779161
963	35.84691036
964	35.84586498
965	35.84569034
966	35.84530704
967	35.84526342
968	35.84368484
969	35.84298811
970	35.84100077
971	35.83988372
972	35.83984153
973	35.83947983
974	35.83876092
975	35.83735305
976	35.83656037
977	35.83552971
978	35.83515594
979	35.83430725
980	35.8340696
981	35.83293744
982	35.83231432
983	35.8318637
984	35.83020806
985	35.8293153
986	35.82821395
987	35.82574482
988	35.82421507
989	35.82403697
990	35.82309075
991	35.82224143
992	35.8212545
993	35.82050593
994	35.81917487
995	35.8183805
996	35.817988
997	35.81776056
998	35.81741778
999	35.81610275
